Dataset,Image,Preprocessing,Model,IoU,Dice
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,otsu,PSPNet,0.0004654049022646095,0.0009303768026043337
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,UNet,0.0328505093907874,0.06361135341873206
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,ResUNet,0.1867250182347894,0.3146896127841581
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,ResNet34,0.08287003042060061,0.153056282088466
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1324.png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,UNet,0.00022874571101774398,0.0004573867967674513
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,ResUNet,0.10318949343332416,0.18707482993185495
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,ResNet34,0.05844675740589354,0.11043872919812887
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,otsu,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,UNet,0.0054069042007449,0.010755653612789054
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,ResUNet,0.1975303366944977,0.3298961715487459
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_160.png,adaptive,PSPNet,7.697636825488647e-05,0.0001539408866993889
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,UNet,0.036137961335656776,0.06975511502169524
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,ResUNet,0.0769793954606856,0.14295425852183016
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,ResNet34,0.0410483800157867,0.07885969721246622
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,FPN,0.002361673414303665,0.004712218108378373
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,otsu,PSPNet,0.0019591379792880162,0.00391061452513748
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,UNet,0.028434160211771527,0.055296024406494754
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,ResUNet,0.21217718993600612,0.35007619628151476
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,ResNet34,0.032670917298816646,0.06327459552027434
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_3957.png,adaptive,PSPNet,0.00193787719395275,0.0038682581786008683
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,UNet,0.0033454761727740147,0.006668642560756273
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,ResUNet,0.04859361518548797,0.09268340848497755
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,ResNet34,0.23388829985378862,0.37910773589716923
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,otsu,PSPNet,0.0005600358422936977,0.0011194447554009031
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,UNet,0.03189300411521502,0.061814556330985725
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,ResUNet,0.23953259186252585,0.38648857389478297
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,ResNet34,0.02286841528456825,0.04471428571426975
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_1448.png,adaptive,PSPNet,3.668782331142947e-05,7.337295472886002e-05
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,UNet,0.0018075711408346807,0.003608619445301779
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,ResUNet,0.01956586677286689,0.0383807803115199
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,ResNet34,0.0008311332746646958,0.0016608861315999897
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,otsu,PSPNet,0.00036471630281854596,0.0007291666666662869
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,UNet,0.014748054076190727,0.029067420266436682
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,ResUNet,0.21283276450504682,0.35096803241773106
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,ResNet34,0.01785486545082776,0.035083322891853536
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_COVID-19,covid_4368.png,adaptive,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,ResUNet,0.008639579290046554,0.017131152628628184
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,ResNet34,0.197067736915358,0.3292507697570538
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,FPN,0.2162681784569524,0.3556258106354902
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (609).png,none,PSPNet,0.0013857394809767033,0.0027676437287691737
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,ResUNet,0.0003270111183777575,0.0006538084341282659
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,ResNet34,0.1823892981118987,0.3085097241714679
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,FPN,0.1749042613867555,0.29773364032285254
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10375).png,none,PSPNet,0.00285944062192578,0.005702575069049538
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,ResNet34,0.21939353140965404,0.3598404055104816
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,FPN,0.2435660887545342,0.39172198559784205
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (661).png,none,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,ResUNet,0.00018100366532414092,0.0003619418178526164
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,ResNet34,0.2915456352239273,0.4514678030302496
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,FPN,0.32299195202772246,0.4882750065602128
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (38).png,none,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,UNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,ResUNet,0.01831387576863991,0.035969019384747745
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,ResNet34,0.2557639581255833,0.4073440019848149
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,DeepLabV3+,0.00018998765080260757,0.0003799031247030203
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,FPN,0.3206185911352549,0.48555819717733756
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (166).png,none,PSPNet,0.0009862396092607964,0.0019705357980660736
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,UNet,0.16716296908371134,0.2864432363116244
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,ResNet34,0.05962993216604765,0.11254859900787219
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,FPN,0.06044098573278317,0.11399217221129453
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,canny,PSPNet,8.738967054086568e-05,0.00017476406850736213
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,UNet,0.1676438857357025,0.2871489977101612
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,ResNet34,0.08294818283618387,0.15318956927181313
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (380).png,sobel,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,UNet,0.17005359360017444,0.29067658871407975
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,ResNet34,0.16050542391365358,0.27661296639591726
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,FPN,0.19338832323740598,0.3240995734109163
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,canny,PSPNet,0.0006046471452011707,0.0012085635359105587
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,UNet,0.16849908119722048,0.288402590825454
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,ResNet34,0.010156728832849541,0.02010921383374792
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (398).png,sobel,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,UNet,0.16907811201853354,0.28925032515851795
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,ResNet34,0.008648831983716179,0.01714934218821523
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,FPN,0.10939673706835121,0.19721842225250955
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,canny,PSPNet,0.008054040010385333,0.01597938144328524
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,UNet,0.16868110390115415,0.2886691730328875
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,ResNet34,0.007090770813759431,0.014081691579856056
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (348).png,sobel,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,UNet,0.250269906588811,0.4003454058518259
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,ResNet34,0.09633346763851275,0.17573752965147313
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,FPN,0.1528960188966326,0.265238176540778
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,canny,PSPNet,0.008796579108119245,0.017439748092516992
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,UNet,0.24932988405431847,0.39914179151017265
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,ResNet34,0.13124537607888256,0.23203697244501395
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,FPN,0.000249345468145961,0.0004985666209644157
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (10475).png,sobel,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,UNet,0.15834506491472575,0.27339878195342887
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,ResNet34,0.05121470781350725,0.09743910056211484
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,FPN,0.0986159169549724,0.1795275590550437
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,canny,PSPNet,0.04921094406569314,0.0938056247774174
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,UNet,0.15811999187764045,0.27306322831243623
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,ResUNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,ResNet34,0.020320118448926477,0.039830868923405684
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,FPN,0.010101801096311588,0.020001550507775794
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (61).png,sobel,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,UNet,0.09306569343060386,0.17028380634381768
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,ResUNet,0.1246441152342206,0.22165965845695457
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,FPN,0.021573355927770595,0.042235549317313874
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,UNet,0.07223853105389268,0.1347433970366466
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,ResUNet,0.11911558372436058,0.2128744974276024
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,FPN,0.0012522243458767202,0.00250131648235749
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (429).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,UNet,0.011853287609950906,0.023428866131272798
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,ResUNet,0.011456967354536919,0.022654384169210062
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,FPN,0.031805157593100424,0.06164954179390332
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,UNet,0.04631470908971305,0.08852921341420604
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,ResUNet,0.027649500204578445,0.05381114903296143
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,FPN,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,Non_COVID (64).png,mbkmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,UNet,0.05087325168486783,0.09682090890276751
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,ResUNet,0.042592357496481784,0.08170471841699743
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,FPN,0.0072516907031636504,0.014398964568828344
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,kmeans,PSPNet,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,UNet,0.021585871066195517,0.0422595332953598
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,ResUNet,0.042031783751639656,0.08067274800450351
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,ResNet34,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,DeepLabV3+,0.0,0.0
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,FPN,0.05421926910295401,0.10286146476736237
COVIDQU_Infection Segmentation Data_Train_Non-COVID,non_COVID (86).png,mbkmeans,PSPNet,0.0,0.0
